거래일자,거래시각,계좌ID,거래유형,금액,단위,가맹점,지역,채널,잔액,연령,연체여부
2025-06-05,09:46:05,AC100521,공과금,12954,원,무신사,제주,ATM,29702.0,31,N
2025-04-13,12:09:07,AC100377,이체,17759,원,쿠팡,강원,영업점,255038.0,38,N
2025-05-19,12:10:32,AC100816,입금,25995,원,CU편의점,대구,영업점,12364.0,26,N
2025-06-16,11:03:36,AC101682,공과금,52644,원,올리브영,세종,ATM,107730.0,32,N
2025-04-01,11:17:24,AC101292,이자,13507,원,스타벅스,울산,ATM,213612.0,37,N
2025-04-01,19:02:01,AC100718,수수료,9498,원,한국전력,부산,전화,213009.0,35,N
2025-09-12,11:26:51,AC101323,입금,4078,원,한국전력,경남,모바일,218200.0,27,N
2025-07-23,12:49:05,AC101870,출금,52114,원,,서울,모바일,147053.0,21,N
2025-03-03,12:46:44,AC101536,이체,30272,원,현대백화점,경기,ATM,684071.0,33,N
2025-06-08,12:11:26,AC100230,수수료,16643,원,,서울,모바일,100052.0,30,Y
2025-10-13,01:58:28,AC100703,이체,33421,원,스타벅스,경북,전화,81359.0,31,N
2025-07-29,20:59:08,AC100434,공과금,24078,원,올리브영,대구,전화,554808.0,27,N
2025-04-17,18:19:10,AC100984,입금,7509,원,교보문고,울산,모바일,221616.0,32,N
2025-12-31,21:22:04,AC100623,대출상환,28617,원,쿠팡,경북,ATM,74151.0,38,N
2025-01-01,23:05:42,AC100586,대출상환,2249,원,한국전력,부산,모바일,99363.0,32,N
2025-03-01,03:23:08,AC102190,이체,8623,원,요기요,서울,전화,80601.0,30,N
2025-09-21,21:11:32,AC101251,공과금,111620,원,배달의민족,전남,ATM,16576.0,27,N
2025-03-30,17:51:55,AC101058,출금,51400,원,이마트,인천,영업점,102063.0,31,N
2025-07-21,11:08:22,AC100615,카드결제,11821,원,CGV,충북,인터넷뱅킹,140224.0,45,N
2025-08-26,11:40:40,AC100683,이체,130597,원,현대백화점,울산,전화,179789.0,24,N
2025-10-30,12:09:51,AC102103,입금,33446,원,이마트,세종,영업점,126106.0,27,N
2025-08-28,11:03:58,AC101802,카드결제,23985,원,올리브영,충남,영업점,3478109.0,23,N
2025-01-01,21:09:03,AC101374,대출상환,27148,원,,세종,영업점,410250.0,28,Y
2025-05-01,20:58:58,AC100476,입금,17327,원,메가커피,충남,ATM,45588.0,27,N
2025-08-11,02:32:23,AC100711,공과금,124551,원,메가커피,충남,인터넷뱅킹,104080.0,33,N
2025-06-07,21:38:55,AC100150,카드결제,17811,원,올리브영,대구,전화,797938.0,24,N
2025-05-30,11:49:31,AC101526,이자,9304,원,,전북,ATM,206561.0,30,N
2025-11-20,17:21:21,AC100697,대출상환,24017,원,SK주유소,제주,인터넷뱅킹,1088979.0,34,N
2025-06-27,12:25:57,AC101145,출금,12734,원,이마트,대전,영업점,111000.0,20,Y
2025-05-03,11:56:00,AC100001,대출상환,39711,원,,부산,모바일,211337.0,21,N
2025-06-25,19:06:27,AC100629,이자,81398,원,,경남,전화,115507.0,27,N
2025-06-12,17:18:43,AC101065,이체,184821,원,넷플릭스,경남,전화,128672.0,30,N
2025-06-22,18:21:35,AC100276,출금,14552,원,SK주유소,인천,인터넷뱅킹,563497.0,21,N
2025-05-30,04:51:06,AC101902,공과금,18038,원,쿠팡,충남,ATM,100745.0,22,N
2025-07-04,11:03:15,AC100640,이자,22113,원,,서울,인터넷뱅킹,175682.0,37,N
2025-06-01,12:58:20,AC102067,이체,123800,원,스타벅스,충남,ATM,1332563.0,38,N
2025-01-01,11:01:39,AC100458,대출상환,5650,원,스타벅스,경기,ATM,155157.0,35,N
2025-12-09,03:57:05,AC101920,공과금,95696,원,,경남,모바일,62123.0,24,N
2025-05-06,21:32:29,AC100216,카드결제,24740,원,메가커피,경남,전화,673724.0,28,N
2025-09-23,17:40:49,AC101599,수수료,40490,원,무신사,부산,ATM,147502.0,27,N
2025-04-10,11:32:59,AC100422,공과금,12800,원,,세종,인터넷뱅킹,755139.0,30,N
2025-04-25,18:17:34,AC101485,카드결제,17468,원,SK주유소,충북,전화,45813.0,33,N
2025-10-29,00:30:29,AC101760,공과금,9806,원,교보문고,대전,ATM,26936.0,33,N
2025-03-19,09:19:14,AC101711,공과금,19095,원,,경기,ATM,1049710.0,29,N
2025-08-11,17:57:50,AC101549,출금,83431,원,넷플릭스,울산,모바일,339332.0,29,N
2025-05-19,19:31:37,AC100743,입금,9847,원,CGV,울산,모바일,209671.0,25,N
2025-06-20,19:39:53,AC102108,이체,29410,원,다이소,전북,ATM,179172.0,28,N
2025-04-19,12:51:35,AC101060,수수료,8522,원,쿠팡,경북,인터넷뱅킹,113377.0,25,N
2025-08-07,12:50:09,AC101194,공과금,12665,원,한국전력,부산,인터넷뱅킹,82440.0,38,N
2025-12-31,06:49:20,AC101777,대출상환,62941,원,KT통신,인천,ATM,59609.0,33,N
2025-08-21,22:03:51,AC101874,대출상환,150116,원,,울산,ATM,159736.0,35,N
2025-05-20,12:49:49,AC101022,이체,182785,원,롯데마트,충남,영업점,90736.0,29,N
2025-05-01,05:44:29,AC100393,수수료,6794,원,롯데마트,경북,영업점,61528.0,25,N
2025-04-13,21:40:01,AC101204,출금,83512,원,메가커피,울산,모바일,1115252.0,37,N
2025-05-26,12:05:21,AC102192,공과금,34964,원,요기요,경북,전화,48969.0,37,N
2025-02-21,14:39:32,AC100949,이자,24277,원,SK주유소,충북,영업점,70679.0,26,N
2025-06-02,09:01:45,AC100262,카드결제,20080,원,현대백화점,울산,전화,192016.0,41,N
2025-07-18,11:49:52,AC101340,카드결제,14787,원,KT통신,강원,전화,212193.0,35,N
2025-06-11,03:11:17,AC101307,입금,25138,원,CGV,경기,영업점,433247.0,34,N
2025-03-12,17:06:20,AC101092,수수료,5341,원,,강원,ATM,119404.0,38,N
2025-02-25,13:10:11,AC101265,이자,26852,원,다이소,세종,전화,56665.0,33,N
2025-09-09,18:42:23,AC101188,카드결제,15307,원,KT통신,부산,영업점,116492.0,26,N
2025-03-13,09:00:10,AC100204,이체,23224,원,KT통신,경남,인터넷뱅킹,313188.0,36,N
2025-04-11,14:46:16,AC101631,이자,16598,원,KT통신,서울,전화,180551.0,28,Y
2025-01-28,21:51:51,AC101173,대출상환,7400,원,무신사,서울,전화,155748.0,22,N
2025-06-09,09:21:05,AC100064,출금,18434,원,,경남,인터넷뱅킹,216267.0,39,N
2025-05-15,12:32:41,AC101754,출금,43600,원,,경기,영업점,116898.0,48,N
2025-10-29,19:01:52,AC101072,공과금,39867,원,,충남,전화,645355.0,34,N
2025-06-18,17:44:14,AC101170,이체,58611,원,스타벅스,부산,모바일,1048955.0,26,N
2025-03-17,18:15:08,AC101433,출금,13287,원,,인천,ATM,353268.0,22,N
2025-07-08,18:36:44,AC100644,대출상환,13024,원,,인천,모바일,40150.0,32,N
2025-07-30,17:09:58,AC100915,수수료,5919,원,KT통신,울산,전화,573047.0,35,N
2025-04-22,12:29:47,AC100434,공과금,14597,원,넷플릭스,인천,모바일,87296.0,27,N
2025-01-01,09:29:39,AC101816,출금,150273,원,KT통신,서울,모바일,219612.0,34,N
2025-06-13,18:33:31,AC100924,이자,17509,원,요기요,강원,영업점,322376.0,36,N
2025-04-15,11:08:36,AC101940,이자,4430,원,요기요,부산,영업점,776468.0,26,N
2025-05-13,19:37:43,AC100543,카드결제,33852,원,현대백화점,서울,영업점,138720.0,30,N
2025-07-22,05:04:29,AC100532,카드결제,26011,원,다이소,제주,모바일,129894.0,32,N
2025-05-02,12:00:26,AC101516,입금,8908,원,넷플릭스,부산,ATM,128508.0,21,N
2025-01-01,14:44:27,AC101167,이체,15428,원,교보문고,경남,모바일,85077.0,28,N
2025-08-12,12:50:32,AC102032,이자,47832,원,GS25편의점,광주,영업점,307576.0,29,N
2025-06-04,19:06:33,AC101488,이체,10765,원,교보문고,전남,영업점,790754.0,30,N
2025-05-20,09:31:51,AC100800,수수료,9700,원,파리바게뜨,울산,인터넷뱅킹,116392.0,26,N
2025-07-10,18:47:14,AC100404,이자,16572,원,배달의민족,강원,영업점,454933.0,33,N
2025-10-05,20:44:31,AC101629,공과금,51435,원,다이소,인천,전화,43623.0,25,Y
2025-06-28,12:31:24,AC102106,카드결제,29232,원,메가커피,충북,모바일,78669.0,28,N
2025-04-29,13:43:06,AC100416,수수료,7535,원,한국전력,부산,ATM,86162.0,45,N
2025-03-14,00:00:34,AC101463,입금,69968,원,스타벅스,울산,인터넷뱅킹,174316.0,40,N
2025-01-01,19:59:06,AC101184,공과금,16860,원,파리바게뜨,제주,모바일,241470.0,26,N
2025-04-21,12:15:26,AC100327,공과금,37142,원,현대백화점,울산,전화,125307.0,30,N
2025-06-15,08:33:14,AC100747,카드결제,963,원,메가커피,전북,전화,32884.0,26,N
2025-11-02,18:26:38,AC101327,수수료,9415,원,올리브영,경기,인터넷뱅킹,47759.0,45,N
2025-09-18,18:50:44,AC100166,카드결제,11915,원,배달의민족,세종,전화,63313.0,36,N
2025-05-23,21:38:54,AC101771,입금,30319,원,다이소,세종,영업점,42835.0,25,N
2025-05-21,20:01:55,AC101880,이체,7738,원,롯데마트,서울,모바일,333754.0,28,N
2025-04-03,21:23:03,AC101176,공과금,8278,원,쿠팡,서울,모바일,81105.0,20,Y
2025-02-18,09:22:52,AC101631,입금,16520,원,쿠팡,인천,ATM,271774.0,28,Y
2025-09-13,09:07:33,AC102044,이체,125044,원,,충남,인터넷뱅킹,155821.0,33,N
2025-04-01,20:14:30,AC101211,이체,14884,원,,인천,ATM,155661.0,20,N
2025-11-05,16:42:10,AC101517,이체,19989,원,쿠팡,충북,인터넷뱅킹,109607.0,36,N
2025-09-04,12:40:06,AC101595,수수료,15720,원,CGV,대전,전화,199740.0,35,N
2025-08-29,12:27:51,AC100135,대출상환,69923,원,현대백화점,세종,인터넷뱅킹,391338.0,32,N
2025-08-06,13:08:30,AC101319,대출상환,22761,원,쿠팡,세종,모바일,36332.0,31,N
2025-05-04,12:53:53,AC101231,공과금,84085,원,한국전력,부산,ATM,156341.0,25,N
2025-06-27,19:59:50,AC100173,출금,114905,원,요기요,인천,전화,74291.0,31,N
2025-07-31,16:11:41,AC101931,대출상환,72439,원,스타벅스,충북,영업점,1030561.0,25,N
2025-06-12,00:22:52,AC100378,이체,38700,원,파리바게뜨,경북,모바일,658624.0,28,N
2025-07-12,13:14:27,AC100750,대출상환,14508,원,CGV,충북,모바일,2971766.0,33,N
2025-08-29,13:53:07,AC102008,이자,9843,원,KT통신,서울,ATM,80031.0,33,N
2025-07-30,12:13:05,AC100519,공과금,26894,원,올리브영,제주,모바일,81812.0,25,N
2025-07-10,17:43:13,AC101851,이자,17938,원,파리바게뜨,전남,전화,83260.0,29,Y
2025-10-07,18:35:07,AC100857,이자,15962,원,교보문고,광주,모바일,374456.0,36,N
2025-06-08,18:19:51,AC101041,입금,2320,원,,부산,전화,307911.0,26,N
2025-06-29,17:27:37,AC102114,입금,12306,원,현대백화점,인천,영업점,71516.0,25,N
2025-07-23,12:13:30,AC101918,출금,31735,원,롯데마트,대구,전화,77989.0,31,N
2025-09-19,20:36:33,AC101533,이체,79775,원,,,전화,,27,N
2025-04-16,15:42:12,AC100481,이자,45551,원,다이소,충남,영업점,270706.0,48,N
2025-06-19,11:45:07,AC101104,이체,11200,원,,부산,인터넷뱅킹,147198.0,29,N
2025-07-23,13:12:11,AC101125,수수료,4500,원,,제주,인터넷뱅킹,3010382.0,33,N
2025-10-14,09:08:00,AC100206,대출상환,13334,원,GS25편의점,대전,전화,62042.0,30,N
2025-08-18,12:11:57,AC101238,수수료,64694,원,현대백화점,충북,영업점,87197.0,31,N
2025-06-04,17:23:02,AC100261,수수료,21314,원,CGV,경북,ATM,119931.0,30,N
2025-02-19,09:43:56,AC100912,입금,25555,원,올리브영,경기,영업점,221780.0,29,N
2025-04-30,13:05:16,AC101977,출금,426861,원,,충북,모바일,238487.0,20,Y
2025-05-31,09:07:02,AC100294,카드결제,20451,원,SK주유소,강원,모바일,118804.0,33,N
2025-07-09,17:21:46,AC101769,대출상환,28093,원,교보문고,인천,영업점,605988.0,24,N
2025-10-14,21:43:57,AC100675,대출상환,12615,원,교보문고,세종,영업점,121759.0,27,N
2025-03-22,20:58:44,AC100575,출금,134101,원,메가커피,제주,인터넷뱅킹,154539.0,29,N
2025-09-15,01:57:49,AC101032,수수료,26148,원,이마트,전북,인터넷뱅킹,117522.0,26,N
2025-10-17,09:46:05,AC100964,대출상환,97080,원,,전북,ATM,21186.0,35,Y
2025-09-09,09:00:41,AC100826,이자,448591,원,CGV,서울,영업점,208041.0,39,N
2025-08-20,21:56:29,AC101074,입금,4906,원,다이소,제주,영업점,252965.0,26,N
2025-07-06,12:33:32,AC101838,공과금,18599,원,한국전력,제주,인터넷뱅킹,757013.0,30,N
2025-06-20,11:35:20,AC100733,입금,109222,원,다이소,경남,인터넷뱅킹,19257.0,31,N
2025-10-10,11:49:55,AC100128,이자,60994,원,,전북,인터넷뱅킹,121730.0,22,N
2025-08-28,12:33:26,AC100635,출금,361944,원,KT통신,세종,모바일,178671.0,35,N
2025-05-26,10:31:52,AC101080,입금,31248,원,GS25편의점,울산,ATM,91503.0,29,N
2025-11-24,12:39:20,AC100842,수수료,16947,원,CU편의점,전북,모바일,56499.0,22,N
2025-04-22,08:24:26,AC100985,수수료,6841,원,,충북,모바일,73253.0,31,N
2025-11-09,12:14:26,AC100819,공과금,15436,원,다이소,전남,모바일,98159.0,40,Y
2025-08-12,12:11:21,AC100448,수수료,45254,원,,전북,인터넷뱅킹,1120242.0,32,N
2025-09-11,19:43:23,AC100428,출금,11761,원,SK주유소,광주,ATM,157786.0,29,N
2025-05-14,09:14:49,AC101606,카드결제,33137,원,,경남,ATM,388172.0,27,N
2025-06-11,13:41:42,AC101127,출금,9019,원,무신사,부산,전화,232028.0,22,N
2025-01-22,21:59:00,AC100178,공과금,4805,원,,서울,인터넷뱅킹,101840.0,34,N
2025-10-20,00:18:54,AC100515,출금,14170,원,쿠팡,전남,모바일,243434.0,28,N
2025-01-01,08:00:55,AC101660,이체,110550,원,KT통신,충북,영업점,45175.0,33,N
2025-10-02,09:54:20,AC100043,입금,28170,원,,전남,영업점,99213.0,31,N
2025-05-22,09:48:40,AC100898,수수료,3476,원,,부산,전화,59896.0,32,N
2025-02-08,17:09:34,AC100472,출금,103332,원,,강원,영업점,703785.0,37,N
2025-02-14,17:30:55,AC100771,이체,74621,원,,전북,전화,76197.0,34,Y
2025-11-06,09:31:43,AC101906,수수료,4010,원,무신사,울산,인터넷뱅킹,17359.0,31,N
2025-06-22,13:17:20,AC101625,입금,5408,원,,강원,모바일,78886.0,27,N
2025-06-17,11:34:25,AC101809,카드결제,171277,원,메가커피,충남,ATM,150950.0,27,N
2025-12-31,18:55:59,AC100007,입금,59421,원,CU편의점,전남,모바일,307478.0,26,N
2025-09-25,20:04:29,AC101380,출금,183907,원,한국전력,인천,인터넷뱅킹,229846.0,28,N
2025-09-05,03:32:35,AC100305,수수료,111296,원,스타벅스,광주,ATM,197503.0,27,N
2025-10-21,13:59:13,AC100738,이자,8921,원,GS25편의점,서울,인터넷뱅킹,185588.0,34,N
2025-06-11,09:57:52,AC101675,입금,55400,원,CGV,충남,모바일,43683.0,27,N
2025-11-24,11:56:57,AC100376,대출상환,112704,원,,충남,전화,49175.0,32,N
2025-01-25,19:51:43,AC100037,이자,18795,원,한국전력,경북,ATM,45416.0,32,N
2025-02-04,19:47:54,AC101996,카드결제,155200,원,파리바게뜨,부산,인터넷뱅킹,106901.0,34,N
2025-12-30,20:10:12,AC100679,공과금,28080,원,배달의민족,대구,전화,61420.0,26,Y
2025-10-20,12:51:00,AC100572,이체,25259,원,넷플릭스,경남,모바일,145594.0,26,N
2025-07-04,00:00:49,AC101720,공과금,172879,원,쿠팡,경기,ATM,250348.0,30,N
2025-03-05,18:33:02,AC100466,이체,157441,원,올리브영,전남,ATM,76939.0,49,N
2025-06-19,12:15:13,AC101721,수수료,52163,원,이마트,대전,모바일,470451.0,41,N
2025-07-04,20:20:18,AC100807,입금,9192,원,쿠팡,경북,영업점,190315.0,25,N
2025-05-07,20:01:33,AC101893,이자,46881,원,,경기,전화,38242.0,30,N
2025-03-03,12:04:34,AC100363,출금,12185,원,,제주,모바일,95100.0,39,N
2025-03-25,18:11:20,AC102155,대출상환,5499,원,올리브영,대전,모바일,49182.0,28,N
2025-01-06,17:26:11,AC101423,대출상환,32951,원,이마트,충북,영업점,58971.0,26,N
2025-04-19,11:31:45,AC102099,수수료,5933,원,롯데마트,경북,전화,1095943.0,28,N
2025-06-03,17:08:56,AC102074,수수료,8861,원,요기요,충북,ATM,220692.0,39,N
2025-07-23,21:09:52,AC101744,카드결제,11148,원,요기요,광주,영업점,90257.0,36,N
2025-12-12,12:20:50,AC101903,대출상환,11523,원,이마트,대구,ATM,203746.0,25,N
2025-06-02,12:51:14,AC100422,이체,45614,원,,강원,모바일,61490.0,30,N
2025-01-01,07:44:10,AC100439,입금,12379,원,,전북,전화,101448.0,31,N
2025-05-24,19:03:07,AC101588,공과금,26176,원,교보문고,경남,영업점,47849.0,34,N
2025-09-06,20:01:58,AC101289,카드결제,132511,원,,인천,ATM,66927.0,20,N
2025-12-31,20:35:56,AC101143,카드결제,31718,원,GS25편의점,대구,ATM,329133.0,41,N
2025-07-10,20:53:39,AC101162,수수료,6432,원,,서울,전화,371054.0,29,N
2025-10-08,20:26:47,AC102094,대출상환,5323,원,CGV,경북,ATM,232064.0,30,N
2025-07-09,05:35:16,AC101213,카드결제,23377,원,,세종,전화,158686.0,21,N
2025-09-25,17:49:53,AC101712,이자,13008,원,쿠팡,경기,모바일,184624.0,26,N
2025-08-14,23:24:34,AC101285,입금,56163,원,파리바게뜨,광주,영업점,84843.0,49,N
2025-06-15,13:42:13,AC100833,공과금,8955,원,롯데마트,세종,인터넷뱅킹,120289.0,32,N
2025-06-16,07:30:36,AC102007,수수료,17343,원,현대백화점,대전,모바일,4283653.0,33,N
2025-08-11,20:15:24,AC101229,이체,21656,원,GS25편의점,경기도,영업점,170139.0,29,N
2025-07-03,12:54:45,AC100120,출금,47400,원,,서울,모바일,81013.0,23,N
2025-05-23,12:05:35,AC101425,이체,110300,원,,서울,전화,168022.0,26,N
2025-07-04,12:05:41,AC101956,이자,41519,원,요기요,경기,인터넷뱅킹,207195.0,27,N
2025-09-23,21:12:47,AC101123,카드결제,9683,원,쿠팡,전북,ATM,160737.0,29,Y
2025-09-13,21:57:13,AC102064,카드결제,50093,원,,충남,전화,280699.0,27,N
2025-09-04,11:48:35,AC101584,공과금,32308,원,,충남,ATM,185846.0,37,N
2025-12-13,12:29:19,AC101505,카드결제,95341,원,현대백화점,제주,ATM,212134.0,30,N
2025-11-10,18:16:50,AC102154,출금,30946,원,,충북,영업점,312863.0,34,N
2025-07-07,19:09:53,AC100423,이체,25039,원,CU편의점,제주,모바일,233416.0,37,N
2025-01-01,17:32:12,AC101382,이자,99438,원,,충남,모바일,943405.0,34,N
2025-09-16,18:27:42,AC100376,입금,130060,원,한국전력,인천,ATM,77448.0,32,N
2025-08-03,19:41:54,AC100724,공과금,34656,원,배달의민족,부산,모바일,366162.0,39,N
2025-04-02,19:41:42,AC101549,공과금,41600,원,요기요,인천,전화,145636.0,29,N
2025-06-04,09:02:18,AC101012,카드결제,5447,원,요기요,경북,인터넷뱅킹,101986.0,22,N
2025-08-13,11:33:56,AC100749,이체,6759,원,다이소,충북,ATM,208422.0,31,N
2025-12-08,19:04:38,AC100267,수수료,40650,원,SK주유소,충남,ATM,375311.0,25,N
2025-02-21,20:36:32,AC100427,출금,261383,원,KT통신,강원,영업점,122778.0,28,N
2025-08-10,12:37:14,AC101047,대출상환,43864,원,스타벅스,경기,전화,123171.0,24,N
2025-09-12,13:08:38,AC100136,수수료,7235,원,KT통신,제주,모바일,145663.0,34,N
2025-09-27,12:27:22,AC100668,출금,26850,원,,대전,인터넷뱅킹,86983.0,21,N
2025-11-05,13:13:07,AC100760,이체,6522,원,,세종,영업점,114631.0,35,N
2025-02-12,12:30:42,AC101386,공과금,104950,원,CGV,제주,전화,49957.0,27,N
2025-04-21,12:11:05,AC101327,카드결제,23184,원,CU편의점,울산,ATM,333996.0,45,N
2025-12-31,18:13:22,AC100932,대출상환,97200,원,올리브영,충북,인터넷뱅킹,97016.0,28,N
2025-09-26,08:01:02,AC101814,이체,25224,원,파리바게뜨,제주,ATM,64961.0,28,N
2025-05-22,18:22:59,AC101214,입금,70215,원,,충북,인터넷뱅킹,197925.0,28,N
2025-09-12,17:19:30,AC101203,이체,13788,원,배달의민족,충북,전화,2335176.0,39,N
2025-07-19,12:10:19,AC101296,출금,15211,원,,충북,전화,60446.0,28,N
2025-03-28,07:27:40,AC100138,공과금,50142,원,,울산,모바일,104059.0,27,N
2025-09-14,12:05:26,AC100511,공과금,377151,원,CGV,경북,모바일,142428.0,34,N
2025-01-01,19:47:08,AC100704,수수료,55354,원,GS25편의점,울산,ATM,535295.0,32,N
2025-03-03,12:42:44,AC102161,수수료,51849,원,교보문고,경북,전화,81898.0,28,N
2025-01-14,20:32:37,AC101926,이체,103047,원,파리바게뜨,대구,ATM,141881.0,24,N
2025-06-19,05:06:48,AC101503,이체,26300,원,CU편의점,경북,모바일,511789.0,37,N
2025-10-15,19:18:08,AC102116,이체,14600,원,,광주,영업점,96566.0,49,N
2025-11-10,09:12:32,AC100551,공과금,36029,원,파리바게뜨,충남,인터넷뱅킹,90898.0,26,N
2025-08-06,09:46:02,AC100445,수수료,34168,원,GS25편의점,부산,인터넷뱅킹,2960212.0,26,N
2025-04-29,17:23:49,AC100110,입금,22933,원,이마트,경기,모바일,117271.0,29,N
2025-09-10,19:06:26,AC102123,출금,7800,원,메가커피,대전,ATM,637502.0,25,N
2025-08-19,17:03:35,AC102182,이자,21695,원,배달의민족,광주,모바일,588448.0,36,N
2025-05-02,12:54:39,AC101838,카드결제,60080,원,롯데마트,경북,모바일,76149.0,30,N
2025-04-14,12:51:44,AC101159,공과금,22102,원,,세종,모바일,156342.0,36,N
2025-04-10,11:37:53,AC101933,카드결제,7887,원,파리바게뜨,인천,인터넷뱅킹,35306.0,35,N
2025-05-19,17:57:47,AC101107,대출상환,58182,원,,세종,모바일,463232.0,26,N
2025-07-20,18:41:08,AC101754,수수료,14600,원,올리브영,대전,전화,75106.0,48,N
2025-05-22,13:43:51,AC101132,입금,92296,원,다이소,경남,전화,33550.0,34,N
2025-11-03,19:05:03,AC101114,카드결제,30489,원,SK주유소,서울,ATM,399217.0,34,N
2025-03-30,21:14:14,AC100360,출금,6615,원,요기요,서울,ATM,102523.0,39,N
2025-11-25,21:06:01,AC101417,이체,9476,원,교보문고,울산,ATM,62401.0,24,N
2025-01-08,17:19:58,AC100894,수수료,17556,원,,인천,모바일,17002.0,32,N
2025-09-12,06:55:38,AC100875,이체,30174,원,현대백화점,강원,ATM,174436.0,33,N
2025-07-04,21:59:19,AC100444,이자,43559,원,파리바게뜨,경북,영업점,,35,N
2025-01-12,13:12:40,AC100826,공과금,27874,원,CU편의점,대구,인터넷뱅킹,54899.0,39,N
2025-07-19,19:37:15,AC100292,이자,42886,원,한국전력,충북,모바일,320049.0,35,N
2025-08-06,11:35:05,AC101505,이체,52000,원,메가커피,광주,인터넷뱅킹,450609.0,30,N
2025-04-30,11:58:02,AC101496,이체,7815,원,무신사,울산,모바일,266444.0,20,N
2025-02-21,04:29:57,AC101238,입금,6498,원,무신사,제주,ATM,417144.0,31,N
2025-09-27,09:30:23,AC101762,이체,32302,원,교보문고,광주,전화,304398.0,29,N
2025-08-18,10:10:44,AC100028,대출상환,7095,원,,경남,영업점,93796.0,23,N
2025-10-07,18:42:40,AC100323,대출상환,52440,원,메가커피,busan,인터넷뱅킹,172351.0,47,N
2025-04-06,13:42:29,AC100201,카드결제,25837,원,한국전력,충남,영업점,96747.0,32,N
2025-09-05,13:49:35,AC100303,카드결제,7629,원,무신사,울산,영업점,387477.0,38,N
2025-02-19,17:53:14,AC101742,공과금,23476,원,현대백화점, 서울,모바일,125902.0,28,N
2025-07-02,20:33:41,AC100926,이자,14501,원,롯데마트,전남,영업점,181163.0,26,N
2025-11-04,18:22:15,AC101957,이자,25733,원,요기요,전북,영업점,313347.0,20,N
2025-09-08,12:36:53,AC100898,카드결제,28732,원,무신사,경북,영업점,80848.0,32,N
2025-06-03,12:30:31,AC100795,대출상환,40387,원,이마트,대전,모바일,34150.0,28,N
2025-10-12,00:15:39,AC101080,입금,47284,원,KT통신,부산,ATM,130906.0,29,N
2025-04-07,17:56:12,AC100849,이체,6466,원,,경남,ATM,101453.0,28,N
2025-07-15,12:43:24,AC101243,카드결제,13009,원,파리바게뜨,대전,전화,113815.0,34,N
2025-05-25,17:52:56,AC100183,출금,47091,원,교보문고,경남,영업점,253918.0,38,N
2025-12-31,11:26:58,AC100017,출금,70181,원,파리바게뜨,충남,모바일,116046.0,30,N
2025-05-16,11:55:17,AC101697,이자,11385,원,파리바게뜨,광주,영업점,195352.0,37,N
2025-08-11,18:53:50,AC100874,출금,68124,원,롯데마트,세종,전화,53631.0,28,N
2025-08-19,08:52:39,AC101057,대출상환,71800,원,스타벅스,강원,전화,274313.0,37,N
2025-08-01,10:02:44,AC100994,이체,11433,원,KT통신,대구,ATM,335400.0,34,N
2025-06-17,12:53:18,AC100381,대출상환,29067,원,파리바게뜨,광주,인터넷뱅킹,541551.0,25,N
2025-03-08,06:27:27,AC100651,수수료,77400,원,CU편의점,울산,ATM,99610.0,30,N
2025-10-10,12:34:29,AC100888,입금,7367,원,롯데마트,강원,인터넷뱅킹,869980.0,22,N
2025-06-13,21:52:49,AC101395,카드결제,93500,원,교보문고,부산,인터넷뱅킹,70991.0,33,N
2025-06-02,13:22:20,AC102012,수수료,19407,원,넷플릭스,제주,인터넷뱅킹,601446.0,34,N
2025-10-29,09:15:44,AC100267,공과금,10532,원,교보문고,경기,전화,347814.0,25,N
2025-08-03,13:01:29,AC101278,입금,8476,원,요기요,서울,ATM,48439.0,21,N
2025-01-01,13:28:10,AC101775,이자,6865,원,CGV,대전,모바일,136230.0,39,N
2025-09-03,03:54:29,AC100254,이자,62855,원,SK주유소,충남,인터넷뱅킹,371075.0,26,N
2025-10-01,19:54:04,AC102030,대출상환,46382,원,SK주유소,충남,모바일,201682.0,32,N
2025-09-08,20:53:38,AC101418,카드결제,33231,원,,전남,영업점,85666.0,25,N
2025-07-18,15:27:22,AC101946,대출상환,40518,원,메가커피,전북,전화,592510.0,31,N
2025-01-05,19:41:34,AC100381,출금,3624,원,,전남,인터넷뱅킹,17876.0,25,N
2025-05-09,17:54:12,AC100726,카드결제,7431,원,다이소,강원,모바일,61605.0,35,N
2025-08-31,20:16:12,AC100016,출금,53713,원,롯데마트,경기,영업점,210588.0,25,N
2025-05-14,17:25:12,AC102007,출금,379400,원,다이소,경기,모바일,67866.0,33,N
2025-06-12,20:23:36,AC101117,입금,81233,원,SK주유소,경기,ATM,42864.0,31,N
2025-10-06,22:37:30,AC100170,출금,12655,원,,부산,전화,1019146.0,23,N
2025-03-17,17:37:43,AC100645,입금,8943,원,파리바게뜨,충북,ATM,103038.0,24,N
2025-05-30,11:00:03,AC100736,출금,194765,원,무신사,전북,ATM,616869.0,27,N
2025-06-28,21:49:55,AC101048,대출상환,32886,원,,경기,ATM,128048.0,32,N
2025-08-17,21:24:09,AC101337,입금,34518,원,무신사,경북,모바일,994936.0,25,N
2025-06-30,12:33:01,AC100974,입금,59492,원,이마트,광주,ATM,104685.0,46,N
2025-09-02,18:33:28,AC101845,수수료,10858,원,KT통신,대전,모바일,177941.0,36,N
2025-06-21,09:13:59,AC100427,수수료,48610,원,,세종,인터넷뱅킹,155868.0,28,N
